[19-03-04 18:04:21]: {LB_time: 4.10651}
[19-03-04 18:11:20]: {"step":84,"step_time": 4.74767,"total_time": 97.066,"lb_cost": 3.82178,"load_imbalance": 12.2952,"skewness": 1.68073,"loads": [3.40626, 2.95335, 2.96322, 2.98669, 2.93558, 3.15995, 2.924, 3.02561, 3.20537, 3.02896, 2.96101, 3.01986, 2.99171, 3.08911, 3.0999, 3.05535, 2.97697, 2.92659, 3.08216, 2.94521, 3.043, 2.98629, 2.93395, 3.12308, 3.00583, 2.99958, 2.99667, 3.05264, 3.02013, 2.92996, 3.07252, 3.16552],"tloads":[929789, 858177, 856227, 858235, 856211, 858192, 856159, 858151, 856168, 858207, 856179, 858120, 856129, 856142, 856186, 856165, 856191, 856160, 856144, 856188, 856157, 856089, 856220, 856207, 856176, 856117, 856116, 856178, 856215, 856168, 856174, 854150],"slopes":[922.35, 4.29474, 12.6309, 32.2569, 4.27595, 41.6002, 12.2776, 4.36652, 12.2057, 32.2431, 12.2985, 4.36062, 11.6539, 4.43294, 11.9624, 4.39633, 12.821, 12.0524, 4.42233, 4.2861, 11.8508, 11.1244, 4.27395, 13.0569, 4.34718, 4.34018, 4.33853, 4.39346, 4.36054, 4.27101, 12.3533, -8.78873]}
[19-03-04 18:11:25]: {"step":85,"step_time": 4.75033,"total_time": 97.0553,"lb_cost": 3.82178,"load_imbalance": 12.4021,"skewness": 1.71446,"loads": [3.40913, 2.95521, 2.96347, 2.98646, 2.93565, 3.15879, 2.9233, 3.02535, 3.20564, 3.02879, 2.96187, 3.0222, 2.99386, 3.09101, 3.10038, 3.0561, 2.97634, 2.92655, 3.0823, 2.94554, 3.02041, 2.9844, 2.9347, 3.12287, 3.00581, 3.00025, 2.99758, 3.05297, 3.01937, 2.93017, 3.07312, 3.16573],"tloads":[930631, 858194, 856247, 858242, 856228, 858206, 856170, 858159, 856182, 858221, 856189, 858132, 856142, 856153, 856204, 856183, 856205, 856172, 856162, 856198, 856167, 856098, 856231, 856220, 856193, 856127, 856130, 856193, 856224, 856183, 856190, 854164],"slopes":[922.127, 4.29294, 4.30229, 4.33835, 4.27595, 4.50048, 12.2776, 4.36652, 12.0043, 29.7637, 12.0201, 28.7379, 4.33208, 4.43346, 4.43596, 11.9473, 12.4858, 11.6339, 12.0129, 12.6026, 4.36488, 11.1185, 4.27395, 13.0569, 4.34718, 4.34018, 4.33853, 4.39346, 4.36054, 4.27101, 12.3533, -8.78873]}
[19-03-04 18:11:30]: {"step":86,"step_time": 4.75442,"total_time": 97.0749,"lb_cost": 3.82178,"load_imbalance": 12.5051,"skewness": 1.71165,"loads": [3.41294, 2.95368, 2.96197, 2.98602, 2.93493, 3.15927, 2.9217, 3.02599, 3.20514, 3.02919, 2.96176, 3.01974, 2.99283, 3.09029, 3.1, 3.05545, 2.97719, 2.92605, 3.08228, 2.94515, 3.04322, 2.98611, 2.93483, 3.12327, 3.00616, 2.99842, 2.99711, 3.05245, 3.02052, 2.93096, 3.07386, 3.16637],"tloads":[931423, 858213, 856261, 858258, 856238, 858216, 856182, 858174, 856197, 858234, 856201, 858148, 856156, 856172, 856216, 856193, 856223, 856184, 856175, 856209, 856181, 856106, 856241, 856243, 856205, 856142, 856140, 856203, 856237, 856191, 856205, 854179],"slopes":[921.822, 4.29294, 4.30188, 4.33835, 4.27877, 4.50048, 12.2776, 4.36652, 4.54638, 29.7637, 12.0201, 28.7379, 4.33239, 4.43346, 12.0364, 12.0943, 4.31751, 11.7825, 12.0129, 12.5123, 11.8008, 11.0366, 13.0409, 4.46426, 4.34718, 11.7811, 4.33853, 11.9744, 4.36054, 4.27101, 12.0144, 4.50682]}
[19-03-04 18:11:35]: {"step":87,"step_time": 4.75661,"total_time": 97.0633,"lb_cost": 3.82178,"load_imbalance": 12.5932,"skewness": 1.74747,"loads": [3.41521, 2.95449, 2.9635, 2.98711, 2.93497, 3.15873, 2.92266, 3.02429, 3.20558, 3.0297, 2.96139, 3.02157, 2.9923, 3.09097, 3.10009, 3.05517, 2.97698, 2.92689, 3.08259, 2.94555, 3.02061, 2.98953, 2.93384, 3.12326, 3.00635, 3.00002, 2.99768, 3.05301, 3.01965, 2.93042, 3.07316, 3.16603],"tloads":[932230, 858227, 856279, 858271, 856255, 858232, 856201, 858185, 856210, 858255, 856216, 858164, 856171, 856178, 856237, 856204, 856234, 856201, 856190, 856226, 856193, 856123, 856256, 856254, 856225, 856158, 856152, 856211, 856256, 856201, 856219, 854190],"slopes":[921.453, 4.29294, 12.7763, 4.32691, 12.7338, 4.50048, 12.2776, 4.36652, 12.344, 30.1479, 12.0201, 28.7379, 4.33239, 4.43035, 12.1301, 12.0943, 4.31751, 11.7825, 12.0427, 12.5123, 11.8008, 11.2305, 13.0409, 4.46426, 11.9759, 12.008, 11.2681, 12.5707, 12.9796, 4.27173, 12.0144, 4.50682]}
[19-03-04 18:11:40]: {"step":88,"step_time": 4.75843,"total_time": 97.0841,"lb_cost": 3.82178,"load_imbalance": 12.6321,"skewness": 1.73004,"loads": [3.41712, 2.95301, 2.96223, 2.98639, 2.93526, 3.1589, 2.92016, 3.02411, 3.20837, 3.02914, 2.96212, 3.02011, 2.99186, 3.09068, 3.09991, 3.05544, 2.97802, 2.9266, 3.08129, 2.94441, 3.04352, 2.99034, 2.93477, 3.12378, 3.00598, 3.0002, 2.99704, 3.05364, 3.01973, 2.93008, 3.07443, 3.16549],"tloads":[933042, 858243, 856284, 858284, 856278, 858245, 856214, 858197, 856224, 858271, 856233, 858180, 856185, 856187, 856246, 856217, 856245, 856219, 856202, 856245, 856208, 856144, 856267, 856268, 856237, 856173, 856161, 856227, 856273, 856218, 856233, 854207],"slopes":[921.029, 4.29356, 4.3033, 30.6603, 12.7338, 4.49969, 12.0952, 4.36652, 12.344, 30.1479, 12.4075, 28.7379, 11.6763, 4.43035, 12.1301, 4.39896, 4.31751, 12.0524, 4.42233, 12.7663, 11.8008, 11.2134, 13.0409, 4.46436, 11.9759, 12.0859, 11.4168, 12.5707, 12.9796, 12.1902, 12.0144, 4.50682]}
[19-03-04 18:11:44]: {"step":89,"step_time": 4.76123,"total_time": 97.0671,"lb_cost": 3.82178,"load_imbalance": 12.7433,"skewness": 1.79331,"loads": [3.4199, 2.95431, 2.96348, 2.99917, 2.93567, 3.1589, 2.92346, 3.02551, 3.20592, 3.02925, 2.96226, 3.02144, 2.99216, 3.09403, 3.10037, 3.05567, 2.97718, 2.92653, 3.08195, 2.9455, 3.02047, 2.98585, 2.93458, 3.12336, 3.00713, 3.00099, 2.99742, 3.05379, 3.02039, 2.93025, 3.05158, 3.16864],"tloads":[933890, 858258, 856293, 858292, 856296, 858255, 856227, 858211, 856235, 858285, 856245, 858199, 856199, 856200, 856259, 856230, 856264, 856236, 856215, 856255, 856223, 856159, 856282, 856293, 856246, 856185, 856182, 856241, 856289, 856226, 856248, 854219],"slopes":[920.58, 4.29481, 4.3033, 30.6603, 12.8563, 4.49969, 4.26529, 4.36691, 4.54636, 4.37032, 4.30317, 31.5717, 11.6301, 4.43035, 12.1301, 4.39797, 4.3172, 4.26821, 4.42233, 12.7663, 11.8008, 11.2134, 13.0409, 4.46436, 12.1274, 12.0859, 11.1543, 12.5707, 12.9796, 12.1902, 4.41278, -7.27128]}
[19-03-04 18:11:49]: {"step":90,"step_time": 4.76432,"total_time": 97.075,"lb_cost": 3.82178,"load_imbalance": 12.8343,"skewness": 1.78662,"loads": [3.42293, 2.95331, 2.96353, 2.98618, 2.93561, 3.16012, 2.9215, 3.02468, 3.20533, 3.02915, 2.9623, 3.02004, 2.99229, 3.09679, 3.10064, 3.05546, 2.97758, 2.92675, 3.08133, 2.94513, 3.04306, 2.98638, 2.93483, 3.12414, 3.00639, 3, 2.99732, 3.05388, 3.02034, 2.92992, 3.05108, 3.16702],"tloads":[934699, 858268, 856313, 858308, 856303, 858265, 856238, 858226, 856242, 858303, 856261, 858213, 856211, 856212, 856274, 856244, 856276, 856251, 856223, 856267, 856238, 856180, 856301, 856304, 856261, 856199, 856199, 856256, 856309, 856249, 856265, 854228],"slopes":[920.084, 31.6382, 12.6565, 4.32679, 4.27866, 38.549, 4.26529, 4.36691, 4.54636, 4.37032, 4.30317, 27.7036, 4.33273, 4.43294, 12.1301, 12.182, 4.3172, 4.26821, 12.0363, 12.5473, 11.8145, 11.2134, 13.0409, 4.46338, 11.6507, 4.33857, 4.33831, 12.2513, 12.9023, 12.1902, 4.41157, -7.27128]}
[19-03-04 18:11:55]: {"step":91,"step_time": 4.76782,"total_time": 97.0606,"lb_cost": 3.82178,"load_imbalance": 12.9653,"skewness": 1.83883,"loads": [3.4264, 2.95435, 2.96255, 2.98739, 2.93556, 3.15924, 2.92282, 3.02556, 3.2059, 3.02946, 2.96195, 3.02231, 2.99388, 3.09113, 3.10131, 3.05622, 2.97696, 2.92934, 3.08292, 2.94497, 3.02111, 2.98585, 2.93477, 3.12443, 3.00588, 3.00051, 2.9974, 3.0538, 3.01979, 2.93059, 3.04953, 3.16674],"tloads":[935471, 858276, 856335, 858320, 856312, 858279, 856254, 858240, 856258, 858322, 856278, 858225, 856223, 856222, 856291, 856256, 856293, 856261, 856230, 856285, 856255, 856194, 856315, 856313, 856282, 856211, 856211, 856272, 856320, 856259, 856283, 854242],"slopes":[919.519, 31.6382, 12.6565, 4.32679, 4.27866, 38.549, 4.26529, 4.36691, 4.54638, 4.37032, 12.343, 27.7036, 11.7197, 4.43294, 12.1301, 12.0943, 4.31751, 4.26762, 4.42266, 4.28614, 12.0269, 4.32758, 13.0573, 4.46338, 4.34615, 11.9844, 4.33831, 12.2513, 12.9023, 12.0883, 11.8306, -4.31034]}
[19-03-04 18:12:00]: {"step":92,"step_time": 4.77018,"total_time": 97.0794,"lb_cost": 3.82178,"load_imbalance": 13.0211,"skewness": 1.848,"loads": [3.42876, 2.95358, 2.96329, 2.99908, 2.93544, 3.15998, 2.92084, 3.0262, 3.20535, 3.02899, 2.96299, 3.01986, 2.99257, 3.09203, 3.10038, 3.05553, 2.9774, 2.92939, 3.08151, 2.94553, 3.02782, 2.98729, 2.9357, 3.12492, 3.00617, 2.99945, 2.99733, 3.05319, 3.02033, 2.9307, 3.05093, 3.16688],"tloads":[936271, 858287, 856351, 858334, 856327, 858296, 856266, 858254, 856279, 858334, 856291, 858238, 856233, 856237, 856306, 856269, 856300, 856273, 856240, 856296, 856274, 856218, 856327, 856329, 856293, 856230, 856220, 856289, 856329, 856280, 856300, 854254],"slopes":[918.91, 27.789, 12.6565, 4.33982, 4.27641, 4.49926, 12.2886, 4.36691, 4.54648, 4.36983, 4.3029, 27.7036, 11.7197, 4.43294, 11.9574, 4.39639, 4.31751, 4.26762, 12.1373, 4.28614, 12.0269, 4.32758, 13.0573, 4.46448, 4.34749, 4.3422, 4.33894, 12.2513, 4.3596, 12.0883, 11.8306, -4.31034]}
[19-03-04 18:12:05]: {"step":93,"step_time": 4.7731,"total_time": 97.0472,"lb_cost": 3.82178,"load_imbalance": 13.1584,"skewness": 1.88507,"loads": [3.43178, 2.95422, 2.96304, 2.98657, 2.93898, 3.1589, 2.92331, 3.02547, 3.20574, 3.02938, 2.96252, 3.02226, 2.99213, 3.09274, 3.09683, 3.05576, 2.97707, 2.92874, 3.0826, 2.94513, 3.0203, 2.98604, 2.9347, 3.12441, 2.98779, 3.00048, 2.99727, 3.05389, 3.02112, 2.93098, 3.0503, 3.16673],"tloads":[937084, 858305, 856363, 858343, 856337, 858311, 856279, 858265, 856289, 858350, 856300, 858251, 856250, 856251, 856318, 856276, 856309, 856289, 856251, 856310, 856290, 856231, 856338, 856341, 856302, 856246, 856231, 856305, 856343, 856292, 856312, 854268],"slopes":[918.27, 27.789, 4.3045, 28.9778, 4.27641, 4.5011, 12.2395, 4.36691, 4.54667, 4.36934, 4.3029, 27.7036, 4.33472, 4.43245, 12.3765, 12.3377, 4.31852, 12.1861, 12.1373, 4.28647, 12.0269, 4.32732, 13.0573, 4.46448, 4.34749, 4.3422, 4.33894, 12.4641, 12.9299, 12.3048, 4.41354, 4.50666]}
[19-03-04 18:12:10]: {"step":94,"step_time": 4.77533,"total_time": 97.0683,"lb_cost": 3.82178,"load_imbalance": 13.2073,"skewness": 1.8911,"loads": [3.43401, 2.95381, 2.9633, 2.99935, 2.93941, 3.15932, 2.9207, 3.02652, 3.20892, 3.0296, 2.96252, 3.02022, 2.99294, 3.09017, 3.09637, 3.05525, 2.97757, 2.92921, 3.0819, 2.94493, 3.02636, 2.98767, 2.93492, 3.12395, 2.989, 2.99951, 2.99791, 3.05418, 3.02109, 2.93067, 3.04955, 3.16747],"tloads":[937871, 858318, 856375, 858359, 856352, 858326, 856298, 858280, 856301, 858360, 856316, 858261, 856257, 856260, 856333, 856288, 856323, 856306, 856268, 856328, 856305, 856253, 856348, 856352, 856319, 856259, 856248, 856320, 856365, 856304, 856327, 854282],"slopes":[917.587, 26.8942, 12.9774, 27.7775, 13.0531, 4.50007, 12.2395, 4.36739, 12.4959, 4.36934, 4.3028, 27.7036, 4.33472, 4.43042, 12.3765, 12.3377, 4.31852, 12.1861, 4.42342, 12.8969, 12.0499, 4.32732, 13.0573, 4.46448, 12.3867, 4.3422, 4.33894, 12.1298, 12.9299, 12.3048, 4.41382, 4.50666]}
[19-03-04 18:12:14]: {"step":95,"step_time": 4.77824,"total_time": 97.0679,"lb_cost": 3.82178,"load_imbalance": 13.304,"skewness": 1.9146,"loads": [3.43693, 2.95369, 2.96259, 2.99942, 2.93941, 3.16012, 2.92285, 3.02397, 3.20591, 3.02947, 2.96225, 3.02177, 2.99233, 3.0914, 3.09642, 3.05595, 2.9772, 2.92997, 3.08257, 2.94507, 3.02017, 2.98607, 2.93575, 3.1243, 2.98851, 3.0003, 2.99859, 3.05434, 3.02142, 2.93063, 3.05022, 3.16834],"tloads":[938671, 858331, 856388, 858371, 856371, 858341, 856321, 858290, 856313, 858374, 856327, 858272, 856269, 856271, 856346, 856301, 856341, 856319, 856282, 856338, 856320, 856271, 856363, 856366, 856335, 856273, 856265, 856331, 856375, 856322, 856341, 854294],"slopes":[916.871, 31.1865, 12.9774, 27.7775, 13.0531, 4.50007, 4.26383, 4.36739, 12.4959, 26.918, 4.30267, 25.9234, 11.4371, 12.1034, 12.2256, 4.39858, 4.31776, 12.1861, 4.4219, 12.8969, 12.0499, 4.32546, 13.2166, 13.1202, 12.3867, 4.3422, 4.33894, 4.39384, 4.36054, 12.3048, 4.41382, 4.50666]}
[19-03-04 18:12:19]: {"step":96,"step_time": 4.78079,"total_time": 97.0693,"lb_cost": 3.82178,"load_imbalance": 13.3841,"skewness": 1.92838,"loads": [3.43941, 2.95365, 2.96368, 2.999, 2.93973, 3.16088, 2.9218, 3.02441, 3.20639, 3.02918, 2.96229, 3.02046, 2.99206, 3.0916, 3.09717, 3.05582, 2.97769, 2.92921, 3.0823, 2.9457, 3.01937, 2.98757, 2.93547, 3.12379, 2.98814, 3.00042, 2.99808, 3.05407, 3.02074, 2.93073, 3.05138, 3.1671],"tloads":[939463, 858348, 856397, 858384, 856387, 858348, 856335, 858305, 856326, 858398, 856338, 858284, 856286, 856291, 856359, 856314, 856353, 856341, 856291, 856351, 856334, 856281, 856384, 856377, 856350, 856290, 856275, 856341, 856393, 856340, 856351, 854299],"slopes":[916.123, 31.1865, 12.9774, 27.7775, 4.27668, 4.50007, 12.344, 4.36739, 12.4959, 26.918, 4.30267, 25.9234, 11.4821, 12.1034, 4.44136, 4.3969, 12.9709, 4.26786, 12.2593, 12.9098, 12.0499, 4.32709, 13.0754, 4.46384, 12.3867, 4.3422, 11.678, 4.39384, 4.36054, 12.3048, 4.4156, -1.3375]}
[19-03-04 18:12:24]: {"step":97,"step_time": 4.78337,"total_time": 97.0739,"lb_cost": 3.82178,"load_imbalance": 13.4693,"skewness": 1.9417,"loads": [3.44216, 2.95574, 2.96391, 2.98775, 2.93959, 3.15949, 2.9232, 3.02428, 3.20609, 3.02913, 2.96265, 3.02258, 2.9936, 3.09537, 3.09767, 3.05599, 2.97731, 2.92852, 3.0823, 2.94548, 3.0199, 2.99035, 2.93526, 3.12392, 2.98953, 3.00021, 2.99729, 3.05415, 3.02169, 2.93054, 3.05172, 3.16656],"tloads":[940205, 858362, 856411, 858407, 856399, 858360, 856347, 858320, 856346, 858418, 856349, 858296, 856301, 856299, 856378, 856331, 856372, 856352, 856306, 856358, 856346, 856296, 856392, 856392, 856361, 856304, 856288, 856357, 856408, 856348, 856363, 854310],"slopes":[915.315, 31.1865, 4.30344, 4.32652, 4.27675, 4.50007, 12.344, 4.36672, 4.54853, 26.918, 12.387, 27.3785, 4.33355, 12.1034, 4.44136, 4.3969, 12.9709, 4.26786, 12.2593, 4.28669, 4.36121, 4.32709, 13.0754, 13.1229, 12.4144, 4.34064, 11.678, 4.3948, 4.36143, 4.27152, 4.41377, -1.3375]}
[19-03-04 18:12:29]: {"step":98,"step_time": 4.78574,"total_time": 97.0673,"lb_cost": 3.82178,"load_imbalance": 13.5501,"skewness": 1.95272,"loads": [3.44438, 2.95409, 2.96241, 2.9868, 2.93995, 3.15948, 2.92175, 3.02666, 3.20635, 3.02995, 2.96293, 3.02048, 2.9927, 3.09255, 3.09808, 3.056, 2.97692, 2.9293, 3.08294, 2.94523, 3.02114, 2.98579, 2.93522, 3.12423, 2.98942, 3.0002, 2.99772, 3.05427, 3.02107, 2.93158, 3.05085, 3.16687],"tloads":[940968, 858376, 856424, 858420, 856408, 858372, 856358, 858336, 856363, 858425, 856369, 858306, 856318, 856315, 856394, 856342, 856393, 856368, 856318, 856375, 856359, 856312, 856410, 856404, 856375, 856316, 856308, 856371, 856431, 856361, 856383, 854329],"slopes":[914.465, 4.29415, 4.30344, 4.32742, 4.27675, 4.50053, 12.3545, 4.36672, 12.5138, 26.918, 4.30373, 27.3785, 11.993, 12.1034, 4.44121, 12.3797, 12.993, 12.3895, 12.2593, 4.28669, 12.1165, 4.32709, 13.271, 13.1229, 12.4144, 4.34064, 11.7307, 4.3948, 4.36143, 12.3293, 4.3915, 0.231824]}
[19-03-04 18:12:34]: {"step":99,"step_time": 4.78812,"total_time": 97.0781,"lb_cost": 3.82178,"load_imbalance": 13.6161,"skewness": 1.9692,"loads": [3.44676, 2.95609, 2.96384, 2.98707, 2.9387, 3.15981, 2.9232, 3.02586, 3.20575, 3.02992, 2.96258, 3.02223, 2.99291, 3.0916, 3.09683, 3.05811, 2.97753, 2.92969, 3.08293, 2.9461, 3.02143, 2.98648, 2.93518, 3.12376, 2.98815, 3.00136, 2.99822, 3.054, 3.02129, 2.93078, 3.05236, 3.16757],"tloads":[941702, 858381, 856439, 858433, 856414, 858390, 856375, 858348, 856382, 858444, 856385, 858321, 856330, 856325, 856405, 856359, 856406, 856387, 856330, 856391, 856371, 856322, 856427, 856418, 856390, 856329, 856323, 856386, 856441, 856375, 856400, 854349],"slopes":[913.561, 4.29415, 12.6309, 4.33986, 4.27626, 4.50053, 4.26325, 4.36596, 12.5138, 26.1651, 4.30373, 4.36266, 4.33309, 12.1034, 4.44121, 12.3797, 12.8994, 4.26762, 12.202, 4.28619, 11.8696, 4.32709, 13.3006, 13.0915, 12.4144, 4.34064, 11.7307, 4.3948, 4.36143, 12.3293, 4.3915, 0.231824]}
[19-03-04 18:12:35]: {"total_time":493.549}
